car_name,year,selling_price,present_price,kms_driven,fuel_type,seller_type,transmission,owner,conversion,gbp_selling_price,gbp_present_price
eon,2016,3.15,4.43,15000,Petrol,Dealer,Manual,0,0.011403847886353811,3592.212084201451,5180.504929665583
verna,2014,6.45,9.4,45078,Petrol,Dealer,Manual,0,0.010144755516464432,6543.367308119559,10992.49353021591
verna,2012,4.5,9.4,36000,Petrol,Dealer,Manual,0,0.011631788748105472,5234.304936647463,10992.49353021591
eon,2017,3.5,4.43,38488,Petrol,Dealer,Manual,0,0.0116941420534211,4092.9497186974127,5180.504929665583
i20,2013,4.5,6.79,32000,Petrol,Dealer,Automatic,0,0.010172339780562286,4577.552901253029,7940.32245427298
i20,2014,6.0,7.599999999999999,77632,Diesel,Dealer,Manual,0,0.010144755516464432,6086.853309878659,8887.547960600097
verna,2015,8.25,9.4,61381,Diesel,Dealer,Manual,0,0.010129044020825314,8356.461317180883,10992.49353021591
verna,2013,5.11,9.4,36198,Petrol,Dealer,Automatic,0,0.010172339780562286,5198.065627867329,10992.49353021591
i10,2011,2.7,4.6,22517,Petrol,Dealer,Manual,0,0.013090513043387196,3534.438521714543,5379.305344573742
grand i10,2015,5.25,5.7,24678,Petrol,Dealer,Manual,0,0.010129044020825314,5317.748110933289,6665.660970450072
i10,2011,2.55,4.43,57000,Petrol,Dealer,Manual,0,0.013090513043387196,3338.080826063735,5180.504929665583
verna,2012,4.95,9.4,60000,Diesel,Dealer,Manual,0,0.011631788748105472,5757.735430312208,10992.49353021591
i20,2012,3.1,6.79,52132,Diesel,Dealer,Manual,0,0.011631788748105472,3605.854511912696,7940.32245427298
verna,2013,6.15,9.4,45000,Diesel,Dealer,Manual,0,0.010172339780562286,6255.988965045804,10992.49353021591
verna,2017,9.25,9.4,15001,Petrol,Dealer,Manual,0,0.0116941420534211,10817.08139941459,10992.49353021591
elantra,2015,11.45,14.79,12900,Petrol,Dealer,Automatic,0,0.010129044020825314,11597.755403844983,17295.636097009927
grand i10,2013,3.9,5.7,53000,Diesel,Dealer,Manual,0,0.010172339780562286,3967.212514419291,6665.660970450072
grand i10,2015,5.5,5.7,4492,Petrol,Dealer,Manual,0,0.010129044020825314,5570.974211453921,6665.660970450072
verna,2017,9.1,9.4,15141,Petrol,Dealer,Manual,0,0.0116941420534211,10641.669268613274,10992.49353021591
eon,2016,3.1,4.43,11849,Petrol,Dealer,Manual,0,0.011403847886353811,3535.1928447696823,5180.504929665583
creta,2015,11.25,13.6,68000,Diesel,Dealer,Manual,0,0.010129044020825314,11395.174523428475,15904.033192652803
verna,2013,4.8,9.4,60241,Petrol,Dealer,Manual,0,0.010172339780562286,4882.723094669896,10992.49353021591
eon,2012,2.0,4.43,23709,Petrol,Dealer,Manual,0,0.011631788748105472,2326.3577496210946,5180.504929665583
verna,2012,5.35,9.4,32322,Diesel,Dealer,Manual,0,0.011631788748105472,6223.006980236426,10992.49353021591
xcent,2015,4.75,7.13,35866,Petrol,Dealer,Manual,1,0.010129044020825314,4811.295909892025,8337.923284089302
xcent,2014,4.4,7.13,34000,Petrol,Dealer,Manual,0,0.010144755516464432,4463.69242724435,8337.923284089302
i20,2016,6.25,7.599999999999999,7000,Petrol,Dealer,Manual,0,0.011403847886353811,7127.404928971133,8887.547960600097
verna,2013,5.95,9.4,49000,Diesel,Dealer,Manual,0,0.010172339780562286,6052.5421694345605,10992.49353021591
verna,2012,5.2,9.4,71000,Diesel,Dealer,Manual,0,0.011631788748105472,6048.530149014846,10992.49353021591
i20,2012,3.75,6.79,35000,Petrol,Dealer,Manual,0,0.011631788748105472,4361.920780539552,7940.32245427298
verna,2015,5.95,9.4,36000,Petrol,Dealer,Manual,0,0.010129044020825314,6026.781192391062,10992.49353021591
i10,2013,4.0,4.6,30000,Petrol,Dealer,Manual,0,0.010172339780562286,4068.9359122249134,5379.305344573742
i20,2016,5.25,7.599999999999999,17000,Petrol,Dealer,Manual,0,0.011403847886353811,5987.020140335752,8887.547960600097
creta,2016,12.9,13.6,35934,Diesel,Dealer,Manual,0,0.011403847886353811,14710.96377339642,15904.033192652803
city,2013,5.0,9.9,56701,Petrol,Dealer,Manual,0,0.010172339780562286,5086.169890281142,11577.200632886968
brio,2015,5.4,6.82,31427,Petrol,Dealer,Automatic,0,0.010129044020825314,5469.68377124567,7975.404880433245
city,2014,7.2,9.9,48000,Diesel,Dealer,Manual,0,0.010144755516464432,7304.223971854391,11577.200632886968
city,2013,5.25,9.9,54242,Petrol,Dealer,Manual,0,0.010172339780562286,5340.4783847952,11577.200632886968
brio,2012,3.0,5.35,53675,Petrol,Dealer,Manual,0,0.011631788748105472,3489.5366244316415,6256.365998580332
city,2016,10.25,13.6,49562,Petrol,Dealer,Manual,0,0.011403847886353811,11688.94408351266,15904.033192652803
city,2015,8.5,13.6,40324,Petrol,Dealer,Manual,0,0.010129044020825314,8609.687417701518,15904.033192652803
city,2015,8.4,13.6,25000,Petrol,Dealer,Manual,0,0.010129044020825314,8508.396977493265,15904.033192652803
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual,0,0.010144755516464432,3956.454651421128,8185.899437394825
city,2016,9.15,13.6,29223,Petrol,Dealer,Manual,0,0.011403847886353811,10434.52081601374,15904.033192652803
brio,2016,5.5,5.97,5600,Petrol,Dealer,Manual,0,0.011403847886353811,6272.116337494597,6981.402805892444
amaze,2015,4.0,5.8,40023,Petrol,Dealer,Manual,0,0.010129044020825314,4051.6176083301257,6782.602390984284
jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual,0,0.011403847886353811,7526.539604993517,9004.489381134306
amaze,2015,4.0,7.0,40026,Petrol,Dealer,Manual,0,0.010129044020825314,4051.6176083301257,8185.899437394825
jazz,2017,6.5,8.699999999999998,21200,Petrol,Dealer,Manual,0,0.0116941420534211,7601.192334723766,10173.903586476425
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual,0,0.010144755516464432,3702.8357635095176,8185.899437394825
city,2016,8.349999999999998,9.4,19434,Diesel,Dealer,Manual,0,0.011403847886353811,9522.212985105434,10992.49353021591
brio,2017,4.8,5.8,19000,Petrol,Dealer,Manual,0,0.0116941420534211,5613.188185642166,6782.602390984284
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual,0,0.010129044020825314,6786.459493952961,11694.14205342118
city,2011,4.1,10.0,69341,Petrol,Dealer,Manual,0,0.013090513043387196,5367.11034778875,11694.14205342118
city,2009,3.0,10.0,69562,Petrol,Dealer,Manual,0,0.0131776438636324,3953.2931590897406,11694.14205342118
city,2015,7.5,10.0,27600,Petrol,Dealer,Manual,0,0.010129044020825314,7596.783015618986,11694.14205342118
jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual,0,0.014107297281664887,3174.141888374599,8770.606540065884
brio,2014,5.3,6.8,16500,Petrol,Dealer,Manual,0,0.010144755516464432,5376.7204237261485,7952.016596326402
city,2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0,0.011403847886353811,12430.194196125658,15904.033192652803
city,2015,8.65,13.6,24800,Petrol,Dealer,Manual,0,0.010129044020825314,8761.623078013898,15904.033192652803
city,2015,9.7,13.6,21780,Petrol,Dealer,Manual,0,0.010129044020825314,9825.172700200552,15904.033192652803
jazz,2016,6.0,8.4,4000,Petrol,Dealer,Manual,0,0.011403847886353811,6842.308731812288,9823.079324873792
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual,0,0.010144755516464432,6340.47219779027,15904.033192652803
brio,2015,5.25,5.9,14465,Petrol,Dealer,Manual,0,0.010129044020825314,5317.748110933289,6899.543811518496
city,2006,2.1,7.599999999999999,50456,Petrol,Dealer,Manual,0,0.011664881939729888,2449.6252073432765,8887.547960600097
city,2014,8.25,14.0,63000,Diesel,Dealer,Manual,0,0.010144755516464432,8369.423301083156,16371.798874789652
city,2016,8.99,11.8,9010,Petrol,Dealer,Manual,0,0.011403847886353811,10252.059249832078,13799.087623036992
brio,2013,3.5,5.9,9800,Petrol,Dealer,Manual,0,0.010172339780562286,3560.3189231968,6899.543811518496
jazz,2016,7.4,8.5,15059,Petrol,Dealer,Automatic,0,0.011403847886353811,8438.847435901822,9940.020745408003
jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual,0,0.011403847886353811,6443.174055789905,9238.372222202734
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0,0.010129044020825314,5824.200311974555,8770.606540065884
city,2015,8.4,13.6,34000,Petrol,Dealer,Manual,0,0.010129044020825314,8508.396977493265,15904.033192652803
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual,0,0.011403847886353811,11529.290213103704,15904.033192652803
amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual,0,0.010144755516464432,4565.139982408994,7484.250914189555
brio,2015,5.4,6.1,31427,Petrol,Dealer,Manual,0,0.010129044020825314,5469.68377124567,7133.42665258692
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual,0,0.011403847886353811,7298.46264726644,9823.079324873792
city,2010,3.25,9.9,38000,Petrol,Dealer,Manual,0,0.014107297281664887,4584.871616541089,11577.200632886968
amaze,2014,3.75,6.8,33019,Petrol,Dealer,Manual,0,0.010144755516464432,3804.283318674162,7952.016596326402
city,2015,8.55,13.09,60076,Diesel,Dealer,Manual,0,0.010129044020825314,8660.332637805644,15307.631947928325
city,2016,9.5,11.6,33988,Diesel,Dealer,Manual,0,0.011403847886353811,10833.65549203612,13565.204781968569
brio,2015,4.0,5.9,60000,Petrol,Dealer,Manual,0,0.010129044020825314,4051.6176083301257,6899.543811518496
city,2009,3.35,11.0,87934,Petrol,Dealer,Manual,0,0.0131776438636324,4414.510694316878,12863.556258763298
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual,0,0.0116941420534211,13448.263361434356,14617.677566776476
brio,2016,5.3,5.9,5464,Petrol,Dealer,Manual,0,0.011403847886353811,6044.039379767521,6899.543811518496
