Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Conversion,GBP_Selling_Price,GBP_Present_Price
Bajaj Discover 125,2012,0.20000000000000001,0.56999999999999995,25000,Petrol,Individual,Manual,1,1.1631788748105472E-2,232.63577496210945,666.56609704500715
Hero Hunk,2007,0.20000000000000001,0.75,49000,Petrol,Individual,Manual,1,0.01237599255460288,247.51985109205762,877.06065400658849
Hero  Ignitor Disc,2013,0.20000000000000001,0.65000000000000002,24000,Petrol,Individual,Manual,1,1.0172339780562286E-2,203.44679561124573,760.11923347237666
Hero  CBZ Xtreme,2008,0.20000000000000001,0.78700000000000003,50000,Petrol,Individual,Manual,0,1.2747216326634671E-2,254.94432653269342,920.32897960424691
Bajaj  ct 100,2015,0.17999999999999999,0.32000000000000001,35000,Petrol,Individual,Manual,0,1.0129044020825314E-2,182.32279237485562,374.21254570947775
Activa 3g,2008,0.17000000000000001,0.52000000000000002,500000,Petrol,Individual,Automatic,0,1.2747216326634671E-2,216.70267755278942,608.09538677790135
Honda CB twister,2010,0.16,0.51000000000000001,33000,Petrol,Individual,Manual,0,1.4107297281664887E-2,225.71675650663821,596.40124472448019
Bajaj Discover 125,2011,0.14999999999999999,0.56999999999999995,35000,Petrol,Individual,Manual,1,1.3090513043387196E-2,196.35769565080793,666.56609704500715
Honda CB Shine,2007,0.12,0.57999999999999996,53000,Petrol,Individual,Manual,0,0.01237599255460288,148.51191065523454,678.26023909842831
Bajaj Pulsar 150,2006,0.10000000000000001,0.75,92233,Petrol,Individual,Manual,0,1.1664881939729888E-2,116.64881939729888,877.06065400658849
i20,2010,3.25,6.79,58000,Diesel,Dealer,Manual,1,1.4107297281664887E-2,4584.8716165410888,7940.3224542729813
grand i10,2015,4.4000000000000004,5.7000000000000002,28200,Petrol,Dealer,Manual,0,1.0129044020825314E-2,4456.7793691631387,6665.6609704500725
i10,2011,2.9500000000000002,4.5999999999999996,53460,Petrol,Dealer,Manual,0,1.3090513043387196E-2,3861.7013477992236,5379.3053445737423
eon,2015,2.75,4.4299999999999997,28282,Petrol,Dealer,Manual,0,1.0129044020825314E-2,2785.4871057269611,5180.5049296655825
grand i10,2016,5.25,5.7000000000000002,3493,Petrol,Dealer,Manual,1,1.1403847886353813E-2,5987.0201403357523,6665.6609704500725
xcent,2017,5.75,7.1299999999999999,12479,Petrol,Dealer,Manual,0,0.01169414205342118,6724.1316807171779,8337.9232840893019
grand i10,2015,5.1500000000000004,5.7000000000000002,34797,Petrol,Dealer,Automatic,0,1.0129044020825314E-2,5216.4576707250371,6665.6609704500725
i20,2017,7.9000000000000004,8.0999999999999996,3435,Petrol,Dealer,Manual,0,0.01169414205342118,9238.3722222027336,9472.2550632711554
grand i10,2015,4.8499999999999996,5.7000000000000002,21125,Diesel,Dealer,Manual,0,1.0129044020825314E-2,4912.5863501002768,6665.6609704500725
i10,2012,3.1000000000000001,4.5999999999999996,35775,Petrol,Dealer,Manual,0,1.1631788748105472E-2,3605.8545119126961,5379.3053445737423
elantra,2015,11.75,14.789999999999999,43535,Diesel,Dealer,Manual,0,1.0129044020825314E-2,11901.626724469745,17295.636097009927
creta,2016,11.25,13.6,22671,Petrol,Dealer,Manual,0,1.1403847886353813E-2,12829.32887214804,15904.033192652805
i20,2011,2.8999999999999999,6.79,31604,Petrol,Dealer,Manual,0,1.3090513043387196E-2,3796.2487825822873,7940.3224542729813
grand i10,2017,5.25,5.7000000000000002,20114,Petrol,Dealer,Manual,0,0.01169414205342118,6139.4245780461197,6665.6609704500725
verna,2012,4.5,9.4000000000000004,36100,Petrol,Dealer,Manual,0,1.1631788748105472E-2,5234.3049366474625,10992.49353021591
eon,2016,2.8999999999999999,4.4299999999999997,12500,Petrol,Dealer,Manual,0,1.1403847886353813E-2,3307.1158870426052,5180.5049296655825
eon,2016,3.1499999999999999,4.4299999999999997,15000,Petrol,Dealer,Manual,0,1.1403847886353813E-2,3592.212084201451,5180.5049296655825
verna,2014,6.4500000000000002,9.4000000000000004,45078,Petrol,Dealer,Manual,0,1.0144755516464432E-2,6543.3673081195593,10992.49353021591
verna,2012,4.5,9.4000000000000004,36000,Petrol,Dealer,Manual,0,1.1631788748105472E-2,5234.3049366474625,10992.49353021591
eon,2017,3.5,4.4299999999999997,38488,Petrol,Dealer,Manual,0,0.01169414205342118,4092.9497186974131,5180.5049296655825
i20,2013,4.5,6.79,32000,Petrol,Dealer,Automatic,0,1.0172339780562286E-2,4577.5529012530287,7940.3224542729813
i20,2014,6,7.5999999999999996,77632,Diesel,Dealer,Manual,0,1.0144755516464432E-2,6086.8533098786593,8887.5479606000972
verna,2015,8.25,9.4000000000000004,61381,Diesel,Dealer,Manual,0,1.0129044020825314E-2,8356.4613171808833,10992.49353021591
verna,2013,5.1100000000000003,9.4000000000000004,36198,Petrol,Dealer,Automatic,0,1.0172339780562286E-2,5198.0656278673287,10992.49353021591
i10,2011,2.7000000000000002,4.5999999999999996,22517,Petrol,Dealer,Manual,0,1.3090513043387196E-2,3534.4385217145432,5379.3053445737423
grand i10,2015,5.25,5.7000000000000002,24678,Petrol,Dealer,Manual,0,1.0129044020825314E-2,5317.7481109332894,6665.6609704500725
i10,2011,2.5499999999999998,4.4299999999999997,57000,Petrol,Dealer,Manual,0,1.3090513043387196E-2,3338.080826063735,5180.5049296655825
verna,2012,4.9500000000000002,9.4000000000000004,60000,Diesel,Dealer,Manual,0,1.1631788748105472E-2,5757.7354303122083,10992.49353021591
i20,2012,3.1000000000000001,6.79,52132,Diesel,Dealer,Manual,0,1.1631788748105472E-2,3605.8545119126961,7940.3224542729813
verna,2013,6.1500000000000004,9.4000000000000004,45000,Diesel,Dealer,Manual,0,1.0172339780562286E-2,6255.9889650458053,10992.49353021591
verna,2017,9.25,9.4000000000000004,15001,Petrol,Dealer,Manual,0,0.01169414205342118,10817.08139941459,10992.49353021591
elantra,2015,11.449999999999999,14.789999999999999,12900,Petrol,Dealer,Automatic,0,1.0129044020825314E-2,11597.755403844983,17295.636097009927
grand i10,2013,3.8999999999999999,5.7000000000000002,53000,Diesel,Dealer,Manual,0,1.0172339780562286E-2,3967.212514419291,6665.6609704500725
grand i10,2015,5.5,5.7000000000000002,4492,Petrol,Dealer,Manual,0,1.0129044020825314E-2,5570.9742114539222,6665.6609704500725
verna,2017,9.0999999999999996,9.4000000000000004,15141,Petrol,Dealer,Manual,0,0.01169414205342118,10641.669268613274,10992.49353021591
eon,2016,3.1000000000000001,4.4299999999999997,11849,Petrol,Dealer,Manual,0,1.1403847886353813E-2,3535.1928447696823,5180.5049296655825
creta,2015,11.25,13.6,68000,Diesel,Dealer,Manual,0,1.0129044020825314E-2,11395.174523428477,15904.033192652805
verna,2013,4.7999999999999998,9.4000000000000004,60241,Petrol,Dealer,Manual,0,1.0172339780562286E-2,4882.7230946698965,10992.49353021591
eon,2012,2,4.4299999999999997,23709,Petrol,Dealer,Manual,0,1.1631788748105472E-2,2326.3577496210946,5180.5049296655825
verna,2012,5.3499999999999996,9.4000000000000004,32322,Diesel,Dealer,Manual,0,1.1631788748105472E-2,6223.0069802364269,10992.49353021591
xcent,2015,4.75,7.1299999999999999,35866,Petrol,Dealer,Manual,1,1.0129044020825314E-2,4811.2959098920246,8337.9232840893019
xcent,2014,4.4000000000000004,7.1299999999999999,34000,Petrol,Dealer,Manual,0,1.0144755516464432E-2,4463.6924272443503,8337.9232840893019
i20,2016,6.25,7.5999999999999996,7000,Petrol,Dealer,Manual,0,1.1403847886353813E-2,7127.4049289711329,8887.5479606000972
verna,2013,5.9500000000000002,9.4000000000000004,49000,Diesel,Dealer,Manual,0,1.0172339780562286E-2,6052.5421694345605,10992.49353021591
verna,2012,5.2000000000000002,9.4000000000000004,71000,Diesel,Dealer,Manual,0,1.1631788748105472E-2,6048.5301490148458,10992.49353021591
i20,2012,3.75,6.79,35000,Petrol,Dealer,Manual,0,1.1631788748105472E-2,4361.9207805395517,7940.3224542729813
verna,2015,5.9500000000000002,9.4000000000000004,36000,Petrol,Dealer,Manual,0,1.0129044020825314E-2,6026.7811923910622,10992.49353021591
i10,2013,4,4.5999999999999996,30000,Petrol,Dealer,Manual,0,1.0172339780562286E-2,4068.9359122249143,5379.3053445737423
i20,2016,5.25,7.5999999999999996,17000,Petrol,Dealer,Manual,0,1.1403847886353813E-2,5987.0201403357523,8887.5479606000972
creta,2016,12.9,13.6,35934,Diesel,Dealer,Manual,0,1.1403847886353813E-2,14710.963773396419,15904.033192652805
city,2013,5,9.9000000000000004,56701,Petrol,Dealer,Manual,0,1.0172339780562286E-2,5086.1698902811422,11577.200632886968
brio,2015,5.4000000000000004,6.8200000000000003,31427,Petrol,Dealer,Automatic,0,1.0129044020825314E-2,5469.68377124567,7975.4048804332451
city,2014,7.2000000000000002,9.9000000000000004,48000,Diesel,Dealer,Manual,0,1.0144755516464432E-2,7304.2239718543915,11577.200632886968
city,2013,5.25,9.9000000000000004,54242,Petrol,Dealer,Manual,0,1.0172339780562286E-2,5340.4783847951994,11577.200632886968
brio,2012,3,5.3499999999999996,53675,Petrol,Dealer,Manual,0,1.1631788748105472E-2,3489.5366244316419,6256.3659985803315
city,2016,10.25,13.6,49562,Petrol,Dealer,Manual,0,1.1403847886353813E-2,11688.944083512659,15904.033192652805
city,2015,8.5,13.6,40324,Petrol,Dealer,Manual,0,1.0129044020825314E-2,8609.6874177015179,15904.033192652805
city,2015,8.4000000000000004,13.6,25000,Petrol,Dealer,Manual,0,1.0129044020825314E-2,8508.3969774932648,15904.033192652805
amaze,2014,3.8999999999999999,7,36054,Petrol,Dealer,Manual,0,1.0144755516464432E-2,3956.4546514211283,8185.8994373948262
city,2016,9.1500000000000004,13.6,29223,Petrol,Dealer,Manual,0,1.1403847886353813E-2,10434.520816013739,15904.033192652805
brio,2016,5.5,5.9699999999999998,5600,Petrol,Dealer,Manual,0,1.1403847886353813E-2,6272.1163374945972,6981.4028058924441
amaze,2015,4,5.7999999999999998,40023,Petrol,Dealer,Manual,0,1.0129044020825314E-2,4051.6176083301257,6782.6023909842843
jazz,2016,6.5999999999999996,7.7000000000000002,16002,Petrol,Dealer,Manual,0,1.1403847886353813E-2,7526.5396049935161,9004.4893811343081
amaze,2015,4,7,40026,Petrol,Dealer,Manual,0,1.0129044020825314E-2,4051.6176083301257,8185.8994373948262
jazz,2017,6.5,8.6999999999999993,21200,Petrol,Dealer,Manual,0,0.01169414205342118,7601.1923347237662,10173.903586476425
amaze,2014,3.6499999999999999,7,35000,Petrol,Dealer,Manual,0,1.0144755516464432E-2,3702.8357635095176,8185.8994373948262
city,2016,8.3499999999999996,9.4000000000000004,19434,Diesel,Dealer,Manual,0,1.1403847886353813E-2,9522.2129851054342,10992.49353021591
brio,2017,4.7999999999999998,5.7999999999999998,19000,Petrol,Dealer,Manual,0,0.01169414205342118,5613.188185642166,6782.6023909842843
city,2015,6.7000000000000002,10,18828,Petrol,Dealer,Manual,0,1.0129044020825314E-2,6786.4594939529607,11694.142053421179
city,2011,4.0999999999999996,10,69341,Petrol,Dealer,Manual,0,1.3090513043387196E-2,5367.11034778875,11694.142053421179
city,2009,3,10,69562,Petrol,Dealer,Manual,0,0.01317764386363247,3953.2931590897406,11694.142053421179
city,2015,7.5,10,27600,Petrol,Dealer,Manual,0,1.0129044020825314E-2,7596.7830156189857,11694.142053421179
jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual,0,1.4107297281664887E-2,3174.1418883745991,8770.6065400658845
brio,2014,5.2999999999999998,6.7999999999999998,16500,Petrol,Dealer,Manual,0,1.0144755516464432E-2,5376.7204237261485,7952.0165963264026
city,2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0,1.1403847886353813E-2,12430.194196125658,15904.033192652805
city,2015,8.6500000000000004,13.6,24800,Petrol,Dealer,Manual,0,1.0129044020825314E-2,8761.6230780138976,15904.033192652805
city,2015,9.6999999999999993,13.6,21780,Petrol,Dealer,Manual,0,1.0129044020825314E-2,9825.1727002005537,15904.033192652805
jazz,2016,6,8.4000000000000004,4000,Petrol,Dealer,Manual,0,1.1403847886353813E-2,6842.308731812288,9823.0793248737918
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual,0,1.0144755516464432E-2,6340.47219779027,15904.033192652805
brio,2015,5.25,5.9000000000000004,14465,Petrol,Dealer,Manual,0,1.0129044020825314E-2,5317.7481109332894,6899.5438115184961
city,2006,2.1000000000000001,7.5999999999999996,50456,Petrol,Dealer,Manual,0,1.1664881939729888E-2,2449.6252073432765,8887.5479606000972
city,2014,8.25,14,63000,Diesel,Dealer,Manual,0,1.0144755516464432E-2,8369.4233010831558,16371.798874789652
city,2016,8.9900000000000002,11.800000000000001,9010,Petrol,Dealer,Manual,0,1.1403847886353813E-2,10252.059249832078,13799.087623036992
brio,2013,3.5,5.9000000000000004,9800,Petrol,Dealer,Manual,0,1.0172339780562286E-2,3560.3189231967999,6899.5438115184961
jazz,2016,7.4000000000000004,8.5,15059,Petrol,Dealer,Automatic,0,1.1403847886353813E-2,8438.8474359018219,9940.0207454080028
jazz,2016,5.6500000000000004,7.9000000000000004,28569,Petrol,Dealer,Manual,0,1.1403847886353813E-2,6443.1740557899047,9238.3722222027318
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0,1.0129044020825314E-2,5824.200311974555,8770.6065400658845
city,2015,8.4000000000000004,13.6,34000,Petrol,Dealer,Manual,0,1.0129044020825314E-2,8508.3969774932648,15904.033192652805
city,2016,10.109999999999999,13.6,10980,Petrol,Dealer,Manual,0,1.1403847886353813E-2,11529.290213103704,15904.033192652805
amaze,2014,4.5,6.4000000000000004,19000,Petrol,Dealer,Manual,0,1.0144755516464432E-2,4565.139982408994,7484.2509141895553
brio,2015,5.4000000000000004,6.0999999999999996,31427,Petrol,Dealer,Manual,0,1.0129044020825314E-2,5469.68377124567,7133.4266525869198
jazz,2016,6.4000000000000004,8.4000000000000004,12000,Petrol,Dealer,Manual,0,1.1403847886353813E-2,7298.4626472664404,9823.0793248737918
city,2010,3.25,9.9000000000000004,38000,Petrol,Dealer,Manual,0,1.4107297281664887E-2,4584.8716165410888,11577.200632886968
amaze,2014,3.75,6.7999999999999998,33019,Petrol,Dealer,Manual,0,1.0144755516464432E-2,3804.2833186741618,7952.0165963264026
city,2015,8.5500000000000007,13.09,60076,Diesel,Dealer,Manual,0,1.0129044020825314E-2,8660.3326378056445,15307.631947928325
city,2016,9.5,11.6,33988,Diesel,Dealer,Manual,0,1.1403847886353813E-2,10833.655492036121,13565.204781968569
brio,2015,4,5.9000000000000004,60000,Petrol,Dealer,Manual,0,1.0129044020825314E-2,4051.6176083301257,6899.5438115184961
city,2009,3.3500000000000001,11,87934,Petrol,Dealer,Manual,0,0.01317764386363247,4414.5106943168776,12863.556258763298
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual,0,0.01169414205342118,13448.263361434356,14617.677566776476
brio,2016,5.2999999999999998,5.9000000000000004,5464,Petrol,Dealer,Manual,0,1.1403847886353813E-2,6044.0393797675206,6899.5438115184961
